-7.513277659092381100e-01,-1.075399753997543506e-01
-7.605228998997863865e-01,-1.036093888210176672e-01
-7.692152002797063570e-01,-9.866531013379331583e-02
-7.784969318393268889e-01,-9.494382397709610899e-02
-7.875117832698541598e-01,-9.061572351070301679e-02
-7.973322986171624827e-01,-8.872959565861027187e-02
-8.070301149026246623e-01,-8.628984992269828069e-02
-8.166388484741808895e-01,-8.351996921873849899e-02
-8.261554958645047630e-01,-8.044858151739786578e-02
-8.350611380373456072e-01,-8.499715683879083272e-02
-8.443656463743196561e-01,-8.133298918840603520e-02
-8.533507792599690500e-01,-8.572245236632891618e-02
-8.628620343344812760e-01,-8.263440656541964913e-02
-8.725743642287830948e-01,-8.025309432558147549e-02
-8.825183214591953984e-01,-8.131031452861314790e-02
-8.925163453722708695e-01,-8.111152370393925892e-02
-9.024762552617877631e-01,-8.200605986977027584e-02
-9.123433100174231924e-01,-8.363124613923211825e-02
-9.221416633588923606e-01,-8.562931314469635069e-02
-9.319005316246833370e-01,-8.781208434988663214e-02
-9.416047437686025923e-01,-9.022626467235328462e-02
-9.512244960004567762e-01,-9.295763190536820986e-02
-9.607032523811172009e-01,-8.977122680853533154e-02
-9.705079191796537330e-01,-8.780437426363985054e-02
-9.799985288385972826e-01,-9.095529924941692101e-02
-9.899300070050656153e-01,-9.212394863756445673e-02
-9.996180545449291355e-01,-9.460220101161631590e-02
-1.009036975838324413e+00,-9.796135591031163159e-02
-1.018651867453013393e+00,-1.007097844070607984e-01
-1.028617531148335873e+00,-1.015377621088826565e-01
-1.038352586902322905e+00,-1.038243948800503524e-01
-1.047767063544972510e+00,-1.071959864194820256e-01
-1.056815113321294408e+00,-1.114542484135885303e-01
-1.066524792980777736e+00,-1.138463439118972964e-01
-1.075854557933246358e+00,-1.174457168984130995e-01
-1.084885214829200972e+00,-1.217407414609987804e-01
-1.094749740983223196e+00,-1.233812059439878261e-01
-1.104291670456355234e+00,-1.263731253771047669e-01
-1.113485777277588351e+00,-1.303061140276575713e-01
-1.123295492466709788e+00,-1.322476309273254991e-01
-1.132663261766033713e+00,-1.357469020398451853e-01
-1.141494965185523958e+00,-1.404374259632774624e-01
-1.151080297370641548e+00,-1.432872341785262904e-01
-1.160249035882690460e+00,-1.472790049712471294e-01
-1.168939197117033313e+00,-1.522268426491604210e-01
-1.178246108353859345e+00,-1.558849026804942639e-01
-1.186771711523459061e+00,-1.611111910919258428e-01
-1.195947154514654498e+00,-1.650875268266003282e-01
-1.204325022635241993e+00,-1.705475017090609668e-01
-1.213603754678077351e+00,-1.742764602285293840e-01
-1.222068757295114771e+00,-1.796003432718293880e-01
-1.231277318940358967e+00,-1.834993678150476093e-01
-1.239598165199001345e+00,-1.890458547667090983e-01
-1.248731673704186029e+00,-1.931175893291956491e-01
-1.256790542106664965e+00,-1.990382852371777034e-01
-1.265568595682487807e+00,-2.038284601169033650e-01
-1.273563924147590676e+00,-2.098346837807749665e-01
-1.282346044433804622e+00,-2.146173988299868718e-01
-1.290101190479159499e+00,-2.209306950990677088e-01
-1.298318259142426712e+00,-2.266297987605279118e-01
-1.305637784777994082e+00,-2.334433546922261016e-01
-1.313817147385344608e+00,-2.391964431932729340e-01
-1.322816180586786405e+00,-2.435573377577480159e-01
-1.330482881131852091e+00,-2.499777507286560230e-01
-1.338484430797150848e+00,-2.559756839488431801e-01
-1.345114918641445279e+00,-2.634614458279931348e-01
-1.353195327191443642e+00,-2.693527103468982276e-01
-1.361758129194516220e+00,-2.745178262042462514e-01
-1.368964979850014529e+00,-2.814504522286935817e-01
-1.376236034822392762e+00,-2.883157096563913058e-01
-1.384434741800655955e+00,-2.940411968709679691e-01
-1.391600231932081044e+00,-3.010165643266486946e-01
-1.398884983319926612e+00,-3.078672867103562361e-01
-1.406436482925171205e+00,-3.144228075644677212e-01
